# scan = 1
# date = 11/8/2003
# time = 10:46:10 AM
# experiment = TbPtIn single crystal;  100 plane
# experiment_number = 41
# command = scanrel s1 10 -10 -.1 preset mcu 4
# builtin_command = scan s1 @(s1)+10 @(s1)+-10 -0.100000
# users = O.Garlea, C.Stassis, J.L.Zarestky
# local_contact = J.L.Zarestky
# scan_title = 
# monochromator = PG002
# analyzer = Pg002
# sense = +-+
# collimation = 48-40-40-102
# samplename = TbPtIn
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 7.527800,7.527800,3.846800,90.000000,90.000000,120.000000
# ubmatrix = 0.132841,0.132841,0.000000,0.000000,0.000000,0.259956,0.076696,-0.076696,0.000000
# mode = 0
# plane_normal = 0.000000,0.000000,1.000000
# ubconf = 
# preset_type = normal 
# preset_channel = mcu
# preset_value = 1.000000
# def_x = s1
# def_y = detector
# col_headers = 
#   Pt.         s1       time   detector    monitor        mcu         m2         s2        sgl        sgu        stl        stu         a1         a2          q          h          k          l         ei         ef          e       temp    coldtip    tsample
    109   -39.7018      0.910      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9996     1.9997     0.0285    14.6405    14.6392     0.0013   295.0000   295.0550   294.576
    110   -39.8012      0.915      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9995     1.9996     0.0321    14.6405    14.6392     0.0013   295.0000   295.0550   294.576
    111   -39.9006      0.955      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9995     1.9996     0.0356    14.6405    14.6392     0.0013   295.0000   295.0550   294.576
    112   -40.0000      0.921      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9994     1.9995     0.0391    14.6405    14.6392     0.0013   295.0000   295.0550   294.576
    113   -40.1024      0.927      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9994     1.9994     0.0428    14.6405    14.6392     0.0013   295.0000   295.0510   294.575
    114   -40.2008      0.930      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9993     1.9993     0.0463    14.6405    14.6392     0.0013   295.0000   295.0510   294.575
    115   -40.3012      0.950      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9992     1.9993     0.0499    14.6405    14.6392     0.0013   295.0000   295.0510   294.575
    116   -40.4016      0.939      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9991     1.9992     0.0535    14.6405    14.6392     0.0013   295.0000   295.0510   294.575
    117   -40.5010      0.922      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9990     1.9991     0.0570    14.6405    14.6392     0.0013   295.0000   295.0510   294.575
    118   -40.6024      0.958      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9989     1.9990     0.0606    14.6405    14.6392     0.0013   295.0000   295.0570   294.567
    119   -40.7018      0.931      0.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9988     1.9989     0.0642    14.6405    14.6392     0.0013   295.0000   295.0570   294.567
    120   -40.8012      0.950      1.000   3700.000      1.000    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9987     1.9988     0.0677    14.6405    14.6392     0.0013   295.0000   295.0570   294.567
    121   -40.9016      0.551      0.000   2096.000      0.566    41.2537   -77.8020    -0.0005     0.0005     0.0000    -0.0010    20.6267    41.2556     3.3384     1.9986     1.9986     0.0713    14.6405    14.6392     0.0013   295.0000   295.0570   294.567
# Sum of Counts = 30
# Center of Mass = -34.377773+/-8.899161
# Full Width Half-Maximum = 6.982631+/-3.637327
# 10:50:42 AM  11/8/2003   scan stopped!!
