# scan = 22
# date = 9/5/2017
# time = 2:29:27 PM
# proposal = 19739
# experiment = Separation of phonon and magnetic scattering near the Majorana mode in α-RuCl3: feasibility study
# experiment_number = 600
# command = scan sgu -10 10 1
# builtin_command = scan sgu -10 10 1
# users = Paula Kelley
# local_contact = 
# scan_title = Co-Alignment on post RT 3 0 0 postion
# monochromator = PG002
# analyzer = Pg002
# sense = -+-
# collimation = 48-40-40-120
# samplename = RuCl3
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 5.975000,5.975000,17.000000,90.000000,90.000000,120.000000
# ubmatrix = -0.193255,-0.096628,0.000000,-0.000000,0.000000,-0.058824,0.000000,-0.167364,0.000000
# mode = 0
# plane_normal = 0.000000,0.000000,1.000000
# ubconf = UB05Sep2017_10850PM.ini
# preset_type = normal 
# preset_channel = time
# preset_value = 1.000000
# def_x = sgu
# def_y = detector
# col_headers = 
#   Pt.        sgu       time   detector    monitor        mcu focal_length         m1         m2   mcrystal       marc     mtrans     mfocus        bab        bal        bar        bat        bbb        bbl        bbr        bbt         s1         s2        sgl        stl        stu         a1         a2          q          h          k          l         ei         ef          e   cold_tip    tsample       temp
     11     0.0005      1.000 102726.000  13536.000      5.155    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.2643     0.0000    -9.8164    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     12     1.0005      1.000  90407.000  13822.000      5.264    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.2342     0.0602    -9.8149    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     13     2.0005      1.000  63255.000  13520.000      5.149    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.2041     0.1204    -9.8104    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     14     3.0005      1.000  40737.000  13720.000      5.225    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.1740     0.1806    -9.8030    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     15     4.0005      1.000   1447.000  13591.000      5.176    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.1440     0.2407    -9.7925    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     16     5.0005      1.000    190.000  13551.000      5.160    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.1140     0.3007    -9.7791    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     17     6.0005      1.000    194.000  13585.000      5.173    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.0840     0.3607    -9.7626    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     18     7.0005      1.000    183.000  13465.000      5.128    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.0541     0.4205    -9.7432    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     19     8.0005      1.000    196.000  13339.000      5.080    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.0242     0.4802    -9.7209    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     20     9.0005      1.000    184.000  13629.000      5.190    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.0056     0.5398    -9.6955    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     21    10.0005      1.000    175.000  13452.000      5.123    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   128.1001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.0353     0.5991    -9.6673    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
# Sum of Counts = 643059
# Center of Mass = -0.838874+/-0.003285
# Full Width Half-Maximum = 4.704626+/-0.006392
# 2:30:55 PM  9/5/2017   scan completed.
