# scan = 23
# date = 9/5/2017
# time = 2:31:03 PM
# proposal = 19739
# experiment = Separation of phonon and magnetic scattering near the Majorana mode in α-RuCl3: feasibility study
# experiment_number = 600
# command = scan sgu -10 10 1
# builtin_command = scan sgu -10 10 1
# users = Paula Kelley
# local_contact = 
# scan_title = Co-Alignment on post RT 3 0 0 postion
# monochromator = PG002
# analyzer = Pg002
# sense = -+-
# collimation = 48-40-40-120
# samplename = RuCl3
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 5.975000,5.975000,17.000000,90.000000,90.000000,120.000000
# ubmatrix = -0.193255,-0.096628,0.000000,-0.000000,0.000000,-0.058824,0.000000,-0.167364,0.000000
# mode = 0
# plane_normal = 0.000000,0.000000,1.000000
# ubconf = UB05Sep2017_10850PM.ini
# preset_type = normal 
# preset_channel = time
# preset_value = 1.000000
# def_x = sgu
# def_y = detector
# col_headers = 
#   Pt.        sgu       time   detector    monitor        mcu focal_length         m1         m2   mcrystal       marc     mtrans     mfocus        bab        bal        bar        bat        bbb        bbl        bbr        bbt         s1         s2        sgl        stl        stu         a1         a2          q          h          k          l         ei         ef          e   cold_tip    tsample       temp
     11     0.0005      1.000  70849.000  13650.000      5.198    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.1389     0.0000    -9.8442    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     12     1.0005      1.000  56589.000  13625.000      5.188    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.1088     0.0604    -9.8427    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     13     2.0005      1.000  37557.000  13527.000      5.151    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.0786     0.1208    -9.8382    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     14     3.0005      1.000  20122.000  13457.000      5.125    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.0484     0.1811    -9.8307    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     15     4.0005      1.000    712.000  13623.000      5.188    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423     0.0183     0.2414    -9.8202    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     16     5.0005      1.000    224.000  13613.000      5.184    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.0118     0.3016    -9.8067    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     17     6.0005      1.000    193.000  13528.000      5.152    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.0419     0.3617    -9.7902    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     18     7.0005      1.000    187.000  13602.000      5.180    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.0719     0.4217    -9.7708    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     19     8.0005      1.000    175.000  13532.000      5.153    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.1018     0.4816    -9.7484    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     20     9.0005      1.000    163.000  13450.000      5.122    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.1317     0.5413    -9.7230    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
     21    10.0005      1.000    153.000  13516.000      5.147    66.7975   -22.2454   -41.1655   119.9771     2.6000    -2.0000   -34.2897    39.0000    30.0000    30.0000    39.0000    10.0000    30.0000    30.0000    30.0000   130.5001    86.2904     0.0000    -0.0010     0.0000   159.4104   -41.1799     3.6423    -0.1615     0.6008    -9.6946    14.7005    14.6907     0.0098     1.0000     1.0000     1.000
# Sum of Counts = 886902
# Center of Mass = -3.297477+/-0.005890
# Full Width Half-Maximum = 6.006907+/-0.006541
# 2:32:41 PM  9/5/2017   scan completed.
